36	16	2025-09-30	Present		28	2025-09-30 13:47:50.393837	2025-09-30 13:47:50.39384
37	17	2025-09-30	Present		28	2025-09-30 13:47:50.395698	2025-09-30 13:47:50.395701
38	22	2025-09-30	Present		28	2025-09-30 13:47:50.397542	2025-09-30 13:47:50.397545
39	23	2025-09-30	Present		28	2025-09-30 13:47:50.399394	2025-09-30 13:47:50.399397
40	21	2025-09-30	Present		28	2025-09-30 13:47:50.401225	2025-09-30 13:47:50.401228
41	18	2025-09-30	Absent		28	2025-09-30 13:47:50.402938	2025-09-30 13:47:50.402941
42	19	2025-09-30	Present		28	2025-09-30 13:47:50.40477	2025-09-30 13:47:50.404774
43	24	2025-09-30	Present		28	2025-09-30 13:47:50.406626	2025-09-30 13:47:50.406628
44	25	2025-09-30	Present		28	2025-09-30 13:47:50.408439	2025-09-30 13:47:50.408441
45	26	2025-09-30	Present		28	2025-09-30 13:47:50.410042	2025-09-30 13:47:50.410045
46	1	2025-10-01	Present		28	2025-10-01 16:11:29.818961	2025-10-01 16:11:29.818995
47	2	2025-10-01	Present		28	2025-10-01 16:11:29.821788	2025-10-01 16:11:29.821792
48	4	2025-10-01	Absent		28	2025-10-01 16:11:29.824395	2025-10-01 16:11:29.824399
49	5	2025-10-01	Present		28	2025-10-01 16:11:29.827482	2025-10-01 16:11:29.827486
50	6	2025-10-01	Present		28	2025-10-01 16:11:29.829742	2025-10-01 16:11:29.829745
51	7	2025-10-01	Present		28	2025-10-01 16:11:29.832706	2025-10-01 16:11:29.83271
52	8	2025-10-01	Present		28	2025-10-01 16:11:29.834528	2025-10-01 16:11:29.834532
53	9	2025-10-01	Present		28	2025-10-01 16:11:29.83624	2025-10-01 16:11:29.836244
54	11	2025-10-01	Present		28	2025-10-01 16:11:29.8379	2025-10-01 16:11:29.837903
55	12	2025-10-01	Present		28	2025-10-01 16:11:29.839617	2025-10-01 16:11:29.83962
56	13	2025-10-01	Present		28	2025-10-01 16:11:29.841294	2025-10-01 16:11:29.841297
57	14	2025-10-01	Present		28	2025-10-01 16:11:29.843041	2025-10-01 16:11:29.843044
58	15	2025-10-01	Present		28	2025-10-01 16:11:29.844745	2025-10-01 16:11:29.844748
59	16	2025-10-01	Present		28	2025-10-01 16:11:29.846508	2025-10-01 16:11:29.846511
60	17	2025-10-01	Present		28	2025-10-01 16:11:29.84815	2025-10-01 16:11:29.848153
61	22	2025-10-01	Present		28	2025-10-01 16:11:29.849932	2025-10-01 16:11:29.849935
62	23	2025-10-01	Present		28	2025-10-01 16:11:29.851723	2025-10-01 16:11:29.851726
63	21	2025-10-01	Present		28	2025-10-01 16:11:29.853397	2025-10-01 16:11:29.8534
64	18	2025-10-01	Present		28	2025-10-01 16:11:29.855033	2025-10-01 16:11:29.855036
65	19	2025-10-01	Present		28	2025-10-01 16:11:29.856573	2025-10-01 16:11:29.856576
67	24	2025-10-01	Present		28	2025-10-01 16:11:29.859627	2025-10-01 16:11:29.859629
68	25	2025-10-01	Absent		28	2025-10-01 16:11:29.861095	2025-10-01 16:11:29.861098
69	26	2025-10-01	Absent		28	2025-10-01 16:11:29.862349	2025-10-01 16:11:29.862351
70	1	2025-10-03	Present		28	2025-10-03 14:39:18.447776	2025-10-03 14:39:18.44778
71	2	2025-10-03	Present		28	2025-10-03 14:39:18.449929	2025-10-03 14:39:18.449932
72	4	2025-10-03	Present		28	2025-10-03 14:39:18.451613	2025-10-03 14:39:18.451617
73	5	2025-10-03	Present		28	2025-10-03 14:39:18.453214	2025-10-03 14:39:18.453217
74	6	2025-10-03	Present		28	2025-10-03 14:39:18.455247	2025-10-03 14:39:18.455252
75	7	2025-10-03	Present		28	2025-10-03 14:39:18.456953	2025-10-03 14:39:18.456956
76	8	2025-10-03	Present		28	2025-10-03 14:39:18.458646	2025-10-03 14:39:18.458649
77	9	2025-10-03	Present		28	2025-10-03 14:39:18.460345	2025-10-03 14:39:18.460348
78	11	2025-10-03	Present		28	2025-10-03 14:39:18.461897	2025-10-03 14:39:18.46192
79	12	2025-10-03	Present		28	2025-10-03 14:39:18.463505	2025-10-03 14:39:18.463509
80	13	2025-10-03	Excused Absence		28	2025-10-03 14:39:18.465211	2025-10-03 14:39:18.465215
81	14	2025-10-03	Present		28	2025-10-03 14:39:18.466886	2025-10-03 14:39:18.46689
82	15	2025-10-03	Present		28	2025-10-03 14:39:18.46844	2025-10-03 14:39:18.468443
83	16	2025-10-03	Present		28	2025-10-03 14:39:18.470109	2025-10-03 14:39:18.470113
84	17	2025-10-03	Present		28	2025-10-03 14:39:18.471821	2025-10-03 14:39:18.471824
85	22	2025-10-03	Present		28	2025-10-03 14:39:18.473649	2025-10-03 14:39:18.473653
86	23	2025-10-03	Present		28	2025-10-03 14:39:18.475381	2025-10-03 14:39:18.475385
87	21	2025-10-03	Present		28	2025-10-03 14:39:18.47713	2025-10-03 14:39:18.477134
88	18	2025-10-03	Excused Absence		28	2025-10-03 14:39:18.478636	2025-10-03 14:39:18.478639
89	19	2025-10-03	Excused Absence		28	2025-10-03 14:39:18.480457	2025-10-03 14:39:18.480461
90	24	2025-10-03	Present		28	2025-10-03 14:39:18.482232	2025-10-03 14:39:18.482235
91	25	2025-10-03	Excused Absence		28	2025-10-03 14:39:18.483931	2025-10-03 14:39:18.483935
92	26	2025-10-03	Excused Absence		28	2025-10-03 14:39:18.485397	2025-10-03 14:39:18.485401
734	33	2025-11-13	Absent		28	2025-11-13 15:56:06.31293	2025-11-13 15:56:06.312936
735	24	2025-11-13	Present		28	2025-11-13 15:56:06.31531	2025-11-13 15:56:06.315315
736	25	2025-11-13	Absent		28	2025-11-13 15:56:06.317688	2025-11-13 15:56:06.317692
737	36	2025-11-13	Present		28	2025-11-13 15:56:06.320224	2025-11-13 15:56:06.320228
738	37	2025-11-13	Present		28	2025-11-13 15:56:06.322546	2025-11-13 15:56:06.322549
739	38	2025-11-13	Present		28	2025-11-13 15:56:06.324617	2025-11-13 15:56:06.324621
740	18	2025-11-13	Present		28	2025-11-13 15:56:06.326681	2025-11-13 15:56:06.326685
741	19	2025-11-13	Present		28	2025-11-13 15:56:06.328615	2025-11-13 15:56:06.328619
742	26	2025-11-13	Absent		28	2025-11-13 15:56:06.330551	2025-11-13 15:56:06.330554
743	40	2025-11-13	Present		28	2025-11-13 15:56:06.332719	2025-11-13 15:56:06.332723
744	41	2025-11-13	Present		28	2025-11-13 15:56:06.33476	2025-11-13 15:56:06.334764
745	42	2025-11-13	Present		28	2025-11-13 15:56:06.336715	2025-11-13 15:56:06.336718
746	43	2025-11-13	Present		28	2025-11-13 15:56:06.338557	2025-11-13 15:56:06.33856
747	44	2025-11-13	Present		28	2025-11-13 15:56:06.340562	2025-11-13 15:56:06.340565
93	1	2025-10-06	Present		28	2025-10-06 13:03:05.186925	2025-10-06 15:55:01.759058
94	2	2025-10-06	Present		28	2025-10-06 13:03:05.188878	2025-10-06 15:55:01.762711
96	4	2025-10-06	Present		28	2025-10-06 13:03:05.191686	2025-10-06 15:55:01.766184
97	5	2025-10-06	Present		28	2025-10-06 13:03:05.193044	2025-10-06 15:55:01.767843
98	6	2025-10-06	Present		28	2025-10-06 13:03:05.194477	2025-10-06 15:55:01.769254
99	7	2025-10-06	Present		28	2025-10-06 13:03:05.195878	2025-10-06 15:55:01.770676
100	8	2025-10-06	Present		28	2025-10-06 13:03:05.197282	2025-10-06 15:55:01.772069
101	9	2025-10-06	Present		28	2025-10-06 13:03:05.19899	2025-10-06 15:55:01.773505
102	11	2025-10-06	Present		28	2025-10-06 13:03:05.200909	2025-10-06 15:55:01.775009
103	12	2025-10-06	Present		28	2025-10-06 13:03:05.202673	2025-10-06 15:55:01.776481
104	13	2025-10-06	Present		28	2025-10-06 13:03:05.204345	2025-10-06 15:55:01.77795
105	14	2025-10-06	Present		28	2025-10-06 13:03:05.206019	2025-10-06 15:55:01.779405
106	15	2025-10-06	Present		28	2025-10-06 13:03:05.207715	2025-10-06 15:55:01.780774
107	16	2025-10-06	Present		28	2025-10-06 13:03:05.209404	2025-10-06 15:55:01.782203
108	17	2025-10-06	Present		28	2025-10-06 13:03:05.211111	2025-10-06 15:55:01.783665
109	22	2025-10-06	Present		28	2025-10-06 13:03:05.214407	2025-10-06 15:55:01.785278
110	23	2025-10-06	Present		28	2025-10-06 13:03:05.216031	2025-10-06 15:55:01.786756
171	1	2025-10-16	Excused Absence	Sick	28	2025-10-16 16:11:59.727554	2025-10-16 16:11:59.727559
112	21	2025-10-06	Present		28	2025-10-06 13:03:05.219402	2025-10-06 15:55:01.789569
113	18	2025-10-06	Present		28	2025-10-06 13:03:05.221053	2025-10-06 15:55:01.791001
114	19	2025-10-06	Present		28	2025-10-06 13:03:05.223261	2025-10-06 15:55:01.792461
172	2	2025-10-16	Present		28	2025-10-16 16:11:59.731051	2025-10-16 16:11:59.731056
116	24	2025-10-06	Present		28	2025-10-06 13:03:05.226618	2025-10-06 15:55:01.79532
117	25	2025-10-06	Present		28	2025-10-06 13:03:05.228256	2025-10-06 15:55:01.796688
118	26	2025-10-06	Present		28	2025-10-06 13:03:05.229556	2025-10-06 15:55:01.798074
119	1	2025-10-08	Present		28	2025-10-08 12:55:20.353866	2025-10-08 12:55:20.35387
120	2	2025-10-08	Present		28	2025-10-08 12:55:20.356044	2025-10-08 12:55:20.356047
122	4	2025-10-08	Present		28	2025-10-08 12:55:20.360059	2025-10-08 12:55:20.360063
123	5	2025-10-08	Present		28	2025-10-08 12:55:20.362122	2025-10-08 12:55:20.362125
124	6	2025-10-08	Present		28	2025-10-08 12:55:20.36385	2025-10-08 12:55:20.363853
125	7	2025-10-08	Present		28	2025-10-08 12:55:20.365353	2025-10-08 12:55:20.365355
126	8	2025-10-08	Present		28	2025-10-08 12:55:20.367071	2025-10-08 12:55:20.367074
127	9	2025-10-08	Present		28	2025-10-08 12:55:20.368851	2025-10-08 12:55:20.368854
128	11	2025-10-08	Present		28	2025-10-08 12:55:20.370441	2025-10-08 12:55:20.370443
129	12	2025-10-08	Present		28	2025-10-08 12:55:20.372111	2025-10-08 12:55:20.372114
130	13	2025-10-08	Present		28	2025-10-08 12:55:20.373877	2025-10-08 12:55:20.37388
131	14	2025-10-08	Present		28	2025-10-08 12:55:20.375723	2025-10-08 12:55:20.375726
132	15	2025-10-08	Present		28	2025-10-08 12:55:20.378356	2025-10-08 12:55:20.378359
133	16	2025-10-08	Present		28	2025-10-08 12:55:20.380184	2025-10-08 12:55:20.380206
134	17	2025-10-08	Present		28	2025-10-08 12:55:20.381919	2025-10-08 12:55:20.381922
135	22	2025-10-08	Present		28	2025-10-08 12:55:20.383599	2025-10-08 12:55:20.383602
136	23	2025-10-08	Present		28	2025-10-08 12:55:20.385211	2025-10-08 12:55:20.385214
138	21	2025-10-08	Present		28	2025-10-08 12:55:20.388403	2025-10-08 12:55:20.388406
139	18	2025-10-08	Present		28	2025-10-08 12:55:20.389987	2025-10-08 12:55:20.38999
140	19	2025-10-08	Present		28	2025-10-08 12:55:20.391568	2025-10-08 12:55:20.391571
142	24	2025-10-08	Present		28	2025-10-08 12:55:20.419124	2025-10-08 12:55:20.419129
143	25	2025-10-08	Present		28	2025-10-08 12:55:20.421456	2025-10-08 12:55:20.421459
144	26	2025-10-08	Present		28	2025-10-08 12:55:20.423049	2025-10-08 12:55:20.423052
173	4	2025-10-16	Present		28	2025-10-16 16:11:59.733013	2025-10-16 16:11:59.733017
174	5	2025-10-16	Present		28	2025-10-16 16:11:59.734893	2025-10-16 16:11:59.734897
175	6	2025-10-16	Absent		28	2025-10-16 16:11:59.736661	2025-10-16 16:11:59.736665
176	7	2025-10-16	Present		28	2025-10-16 16:11:59.738527	2025-10-16 16:11:59.738531
177	8	2025-10-16	Present		28	2025-10-16 16:11:59.740374	2025-10-16 16:11:59.740378
178	9	2025-10-16	Present		28	2025-10-16 16:11:59.742241	2025-10-16 16:11:59.742245
179	11	2025-10-16	Present		28	2025-10-16 16:11:59.743939	2025-10-16 16:11:59.743943
180	12	2025-10-16	Present		28	2025-10-16 16:11:59.745666	2025-10-16 16:11:59.74567
181	13	2025-10-16	Present		28	2025-10-16 16:11:59.74747	2025-10-16 16:11:59.747474
182	14	2025-10-16	Present		28	2025-10-16 16:11:59.749333	2025-10-16 16:11:59.749337
183	15	2025-10-16	Present		28	2025-10-16 16:11:59.751228	2025-10-16 16:11:59.751233
184	16	2025-10-16	Present		28	2025-10-16 16:11:59.753021	2025-10-16 16:11:59.753024
185	28	2025-10-16	Present		28	2025-10-16 16:11:59.754761	2025-10-16 16:11:59.754764
186	17	2025-10-16	Present		28	2025-10-16 16:11:59.756494	2025-10-16 16:11:59.756498
187	22	2025-10-16	Present		28	2025-10-16 16:11:59.758299	2025-10-16 16:11:59.758302
188	23	2025-10-16	Present		28	2025-10-16 16:11:59.759943	2025-10-16 16:11:59.759947
189	21	2025-10-16	Present		28	2025-10-16 16:11:59.76169	2025-10-16 16:11:59.761694
190	29	2025-10-16	Present		28	2025-10-16 16:11:59.76376	2025-10-16 16:11:59.763765
191	27	2025-10-16	Present		28	2025-10-16 16:11:59.765617	2025-10-16 16:11:59.765621
192	18	2025-10-16	Present		28	2025-10-16 16:11:59.767393	2025-10-16 16:11:59.767397
193	19	2025-10-16	Present		28	2025-10-16 16:11:59.768823	2025-10-16 16:11:59.768826
194	24	2025-10-16	Present		28	2025-10-16 16:11:59.770459	2025-10-16 16:11:59.770462
195	25	2025-10-16	Present		28	2025-10-16 16:11:59.772103	2025-10-16 16:11:59.772106
196	26	2025-10-16	Present		28	2025-10-16 16:11:59.773675	2025-10-16 16:11:59.773678
145	1	2025-10-15	Excused Absence	Sick	28	2025-10-15 12:57:14.228216	2025-10-15 16:41:20.197555
146	2	2025-10-15	Present		28	2025-10-15 12:57:14.230656	2025-10-15 16:41:20.201756
147	4	2025-10-15	Present		28	2025-10-15 12:57:14.232588	2025-10-15 16:41:20.203862
148	5	2025-10-15	Present		28	2025-10-15 12:57:14.23449	2025-10-15 16:41:20.205639
149	6	2025-10-15	Present		28	2025-10-15 12:57:14.236369	2025-10-15 16:41:20.207374
150	7	2025-10-15	Present		28	2025-10-15 12:57:14.238271	2025-10-15 16:41:20.209155
151	8	2025-10-15	Present		28	2025-10-15 12:57:14.240128	2025-10-15 16:41:20.210797
152	9	2025-10-15	Present		28	2025-10-15 12:57:14.242004	2025-10-15 16:41:20.212461
153	11	2025-10-15	Absent		28	2025-10-15 12:57:14.243871	2025-10-15 16:41:20.21409
154	12	2025-10-15	Present		28	2025-10-15 12:57:14.245687	2025-10-15 16:41:20.215826
155	13	2025-10-15	Excused Absence	Sick	28	2025-10-15 12:57:14.247563	2025-10-15 16:41:20.217935
156	14	2025-10-15	Present		28	2025-10-15 12:57:14.249389	2025-10-15 16:41:20.219724
157	15	2025-10-15	Present		28	2025-10-15 12:57:14.251317	2025-10-15 16:41:20.22143
158	16	2025-10-15	Present		28	2025-10-15 12:57:14.253273	2025-10-15 16:41:20.223077
159	28	2025-10-15	Present		28	2025-10-15 12:57:14.255174	2025-10-15 16:41:20.224731
160	17	2025-10-15	Present		28	2025-10-15 12:57:14.257145	2025-10-15 16:41:20.226344
161	22	2025-10-15	Present		28	2025-10-15 12:57:14.259098	2025-10-15 16:41:20.227996
162	23	2025-10-15	Present		28	2025-10-15 12:57:14.260936	2025-10-15 16:41:20.229614
163	21	2025-10-15	Present		28	2025-10-15 12:57:14.262788	2025-10-15 16:41:20.231188
164	29	2025-10-15	Present		28	2025-10-15 12:57:14.264618	2025-10-15 16:41:20.232875
165	27	2025-10-15	Present		28	2025-10-15 12:57:14.266484	2025-10-15 16:41:20.234471
166	18	2025-10-15	Present		28	2025-10-15 12:57:14.268317	2025-10-15 16:41:20.236157
167	19	2025-10-15	Present		28	2025-10-15 12:57:14.270248	2025-10-15 16:41:20.238669
168	24	2025-10-15	Present		28	2025-10-15 12:57:14.272225	2025-10-15 16:41:20.240196
169	25	2025-10-15	Present		28	2025-10-15 12:57:14.318745	2025-10-15 16:41:20.2417
170	26	2025-10-15	Present		28	2025-10-15 12:57:14.320963	2025-10-15 16:41:20.243433
197	1	2025-10-17	Present		28	2025-10-17 13:02:04.264354	2025-10-17 13:54:23.389989
198	2	2025-10-17	Present		28	2025-10-17 13:02:04.266764	2025-10-17 13:54:23.392144
213	4	2025-10-17	Present		28	2025-10-17 13:54:23.394082	2025-10-17 13:54:23.394087
199	5	2025-10-17	Present		28	2025-10-17 13:02:04.268666	2025-10-17 13:54:23.395361
200	6	2025-10-17	Present		28	2025-10-17 13:02:04.270551	2025-10-17 13:54:23.396819
201	7	2025-10-17	Present		28	2025-10-17 13:02:04.272576	2025-10-17 13:54:23.398281
202	8	2025-10-17	Present		28	2025-10-17 13:02:04.274281	2025-10-17 13:54:23.399693
214	9	2025-10-17	Present		28	2025-10-17 13:54:23.401622	2025-10-17 13:54:23.401625
203	11	2025-10-17	Present		28	2025-10-17 13:02:04.277431	2025-10-17 13:54:23.40297
204	12	2025-10-17	Present		28	2025-10-17 13:02:04.279344	2025-10-17 13:54:23.404873
205	13	2025-10-17	Present		28	2025-10-17 13:02:04.281546	2025-10-17 13:54:23.406589
206	14	2025-10-17	Present		28	2025-10-17 13:02:04.283692	2025-10-17 13:54:23.408072
207	15	2025-10-17	Present		28	2025-10-17 13:02:04.285689	2025-10-17 13:54:23.409623
208	16	2025-10-17	Present		28	2025-10-17 13:02:04.288137	2025-10-17 13:54:23.411111
209	28	2025-10-17	Present		28	2025-10-17 13:02:04.290675	2025-10-17 13:54:23.412645
210	17	2025-10-17	Present		28	2025-10-17 13:02:04.29263	2025-10-17 13:54:23.41426
215	22	2025-10-17	Present		28	2025-10-17 13:54:23.416005	2025-10-17 13:54:23.416008
211	23	2025-10-17	Present		28	2025-10-17 13:02:04.294735	2025-10-17 13:54:23.417312
216	21	2025-10-17	Present		28	2025-10-17 13:54:23.419108	2025-10-17 13:54:23.419111
217	29	2025-10-17	Present		28	2025-10-17 13:54:23.420597	2025-10-17 13:54:23.4206
218	27	2025-10-17	Present		28	2025-10-17 13:54:23.422266	2025-10-17 13:54:23.422268
219	18	2025-10-17	Absent		28	2025-10-17 13:54:23.423755	2025-10-17 13:54:23.423758
212	19	2025-10-17	Present		28	2025-10-17 13:02:04.296451	2025-10-17 13:54:23.42496
220	24	2025-10-17	Absent		28	2025-10-17 13:54:23.426746	2025-10-17 13:54:23.426749
221	25	2025-10-17	Absent		28	2025-10-17 13:54:23.428454	2025-10-17 13:54:23.428457
222	26	2025-10-17	Present		28	2025-10-17 13:54:23.429944	2025-10-17 13:54:23.429946
232	1	2025-10-20	Present		28	2025-10-20 13:33:23.383214	2025-10-20 13:33:23.383217
233	2	2025-10-20	Absent		28	2025-10-20 13:33:23.384861	2025-10-20 13:33:23.384864
234	4	2025-10-20	Present		28	2025-10-20 13:33:23.386282	2025-10-20 13:33:23.386285
235	5	2025-10-20	Present		28	2025-10-20 13:33:23.387755	2025-10-20 13:33:23.387758
223	6	2025-10-20	Present		28	2025-10-20 13:17:52.312963	2025-10-20 13:33:23.388873
236	7	2025-10-20	Present		28	2025-10-20 13:33:23.390974	2025-10-20 13:33:23.390977
237	8	2025-10-20	Present		28	2025-10-20 13:33:23.392294	2025-10-20 13:33:23.392297
238	9	2025-10-20	Present		28	2025-10-20 13:33:23.39378	2025-10-20 13:33:23.393782
239	11	2025-10-20	Present		28	2025-10-20 13:33:23.395174	2025-10-20 13:33:23.395176
240	12	2025-10-20	Present		28	2025-10-20 13:33:23.396539	2025-10-20 13:33:23.396542
241	13	2025-10-20	Present		28	2025-10-20 13:33:23.397926	2025-10-20 13:33:23.397929
242	14	2025-10-20	Present		28	2025-10-20 13:33:23.399261	2025-10-20 13:33:23.399263
243	15	2025-10-20	Present		28	2025-10-20 13:33:23.400603	2025-10-20 13:33:23.400606
224	16	2025-10-20	Present		28	2025-10-20 13:17:52.315148	2025-10-20 13:33:23.401732
244	28	2025-10-20	Present		28	2025-10-20 13:33:23.403366	2025-10-20 13:33:23.403368
225	17	2025-10-20	Present		28	2025-10-20 13:17:52.317141	2025-10-20 13:33:23.404409
245	22	2025-10-20	Absent		28	2025-10-20 13:33:23.406387	2025-10-20 13:33:23.406391
226	23	2025-10-20	Present		28	2025-10-20 13:17:52.318785	2025-10-20 13:33:23.407694
227	21	2025-10-20	Present		28	2025-10-20 13:17:52.320364	2025-10-20 13:33:23.409283
246	29	2025-10-20	Present		28	2025-10-20 13:33:23.411391	2025-10-20 13:33:23.411396
247	27	2025-10-20	Present		28	2025-10-20 13:33:23.41312	2025-10-20 13:33:23.413124
228	18	2025-10-20	Present		28	2025-10-20 13:17:52.322059	2025-10-20 13:33:23.41444
229	19	2025-10-20	Present		28	2025-10-20 13:17:52.323946	2025-10-20 13:33:23.416182
230	24	2025-10-20	Present		28	2025-10-20 13:17:52.331757	2025-10-20 13:33:23.418053
231	25	2025-10-20	Present		28	2025-10-20 13:17:52.333753	2025-10-20 13:33:23.420379
248	26	2025-10-20	Present		28	2025-10-20 13:33:23.422952	2025-10-20 13:33:23.422956
249	1	2025-10-21	Present		28	2025-10-21 14:15:49.167799	2025-10-21 14:15:49.167804
250	2	2025-10-21	Present		28	2025-10-21 14:15:49.170489	2025-10-21 14:15:49.170494
251	4	2025-10-21	Present		28	2025-10-21 14:15:49.172676	2025-10-21 14:15:49.172681
252	5	2025-10-21	Present		28	2025-10-21 14:15:49.174821	2025-10-21 14:15:49.174826
253	6	2025-10-21	Present		28	2025-10-21 14:15:49.176761	2025-10-21 14:15:49.176766
254	7	2025-10-21	Present		28	2025-10-21 14:15:49.178701	2025-10-21 14:15:49.178705
255	8	2025-10-21	Present		28	2025-10-21 14:15:49.180739	2025-10-21 14:15:49.180743
256	9	2025-10-21	Present		28	2025-10-21 14:15:49.182632	2025-10-21 14:15:49.182636
257	11	2025-10-21	Present		28	2025-10-21 14:15:49.184456	2025-10-21 14:15:49.18446
258	12	2025-10-21	Present		28	2025-10-21 14:15:49.186306	2025-10-21 14:15:49.18631
259	13	2025-10-21	Present		28	2025-10-21 14:15:49.188132	2025-10-21 14:15:49.188136
260	14	2025-10-21	Present		28	2025-10-21 14:15:49.189883	2025-10-21 14:15:49.189887
261	15	2025-10-21	Present		28	2025-10-21 14:15:49.191592	2025-10-21 14:15:49.191595
262	16	2025-10-21	Present		28	2025-10-21 14:15:49.193343	2025-10-21 14:15:49.193346
263	28	2025-10-21	Present		28	2025-10-21 14:15:49.194973	2025-10-21 14:15:49.194977
264	17	2025-10-21	Present		28	2025-10-21 14:15:49.196651	2025-10-21 14:15:49.196654
265	22	2025-10-21	Present		28	2025-10-21 14:15:49.198345	2025-10-21 14:15:49.198348
266	23	2025-10-21	Present		28	2025-10-21 14:15:49.200087	2025-10-21 14:15:49.20009
267	21	2025-10-21	Present		28	2025-10-21 14:15:49.201724	2025-10-21 14:15:49.201727
268	29	2025-10-21	Present		28	2025-10-21 14:15:49.203449	2025-10-21 14:15:49.203452
269	27	2025-10-21	Present		28	2025-10-21 14:15:49.20506	2025-10-21 14:15:49.205064
270	18	2025-10-21	Present		28	2025-10-21 14:15:49.206698	2025-10-21 14:15:49.206701
271	19	2025-10-21	Present		28	2025-10-21 14:15:49.208354	2025-10-21 14:15:49.208358
272	24	2025-10-21	Present		28	2025-10-21 14:15:49.210023	2025-10-21 14:15:49.210027
273	25	2025-10-21	Present		28	2025-10-21 14:15:49.211581	2025-10-21 14:15:49.211584
274	26	2025-10-21	Present		28	2025-10-21 14:15:49.212913	2025-10-21 14:15:49.212916
275	1	2025-10-22	Present		28	2025-10-22 13:15:52.051665	2025-10-22 13:15:52.05167
276	2	2025-10-22	Present		28	2025-10-22 13:15:52.054844	2025-10-22 13:15:52.054848
277	4	2025-10-22	Present		28	2025-10-22 13:15:52.058863	2025-10-22 13:15:52.058868
278	5	2025-10-22	Present		28	2025-10-22 13:15:52.062078	2025-10-22 13:15:52.062082
279	6	2025-10-22	Present		28	2025-10-22 13:15:52.064357	2025-10-22 13:15:52.064361
280	7	2025-10-22	Present		28	2025-10-22 13:15:52.066521	2025-10-22 13:15:52.066525
281	8	2025-10-22	Present		28	2025-10-22 13:15:52.069103	2025-10-22 13:15:52.069107
282	9	2025-10-22	Present		28	2025-10-22 13:15:52.071169	2025-10-22 13:15:52.071172
283	11	2025-10-22	Present		28	2025-10-22 13:15:52.073265	2025-10-22 13:15:52.073269
